Лемма	Класс	Форма	Частота
sthā	1	sthānīya	2
svan	1	sasvanuḥ	2
sṛp	1	sarpa	2
sṛp	1	sarpantu	2
sṛp	1	sarpat	2
sṛp	1	asṛpta	2
adhiśī	2	adhiśayīta	2
adhiṣṭhā	1	adhitiṣṭhāmi	2
adhiṣṭhā	1	adhitiṣṭhasi	2
adhiṣṭhā	1	adhiṣṭhāsyāmi	2
sṛ	3	sisratām	2
sṛ	3	sariṣyat	2
syand	1	syandati	2
syand	1	syandanti	2
syand	1	sasyande	2
aticar	1	aticarat	2
atit￞	1	atitariṣyati	2
tvar	1	tvare	2
tvar	1	tvareta	2
tvar	1	tvaranti	2
tvar	1	tatvare	2
tvar	1	tvaryamāṇa	2
dah	2	dahasi	2
dah	2	daheḥ	2
dah	2	dahetām	2
dah	2	adahaḥ	2
dah	2	daheta	2
dah	2	dhakṣye	2
dah	2	dhakṣyante	2
dah	2	dadahuḥ	2
dah	2	dahāti	2
dah	2	dhāk	2
dah	2	dakṣat	2
dah	2	dhakṣat	2
dā	1	dadyāma	2
dā	1	adadāḥ	2
dā	1	dāsyataḥ	2
dā	1	dāsyatha	2
dā	1	adāḥ	2
dā	1	adāma	2
dā	1	dāsyāmahe	2
dā	1	adadaḥ	2
dā	1	adadanta	2
dā	1	dadāmahe	2
dā	1	deyāt	2
dā	1	dātu	2
dā	1	dadīmahi	2
dā	1	dadīran	2
dā	1	dita	2
dā	1	dāya	2
dā	1	dadamāna	2
dāś	5	dadāśuḥ	2
dāś	5	dadāśati	2
dāś	5	dāṣṭi	2
dīv	4	dīvyasi	2
dīv	4	dīvyāmaḥ	2
dīv	4	dīvyanti	2
dīv	4	dīvyāma	2
dīv	4	deviṣyāmi	2
dīv	4	dideva	2
dīv	4	dyūna	2
dīv	4	devitavya	2
diś	6	diśate	2
diś	6	adiṣṭa	2
diś	6	didiṣṭana	2
dṛp	4	dṛpita	2
atidhā	3	atihita	2
dhyā	3	dhyāsyāmi	2
dhyā	3	dhyāsyati	2
dhyā	3	dhyāyeta	2
nam	1	nameyuḥ	2
nam	1	namata	2
nam	1	anamat	2
nam	1	nameta	2
nam	1	nemire	2
nam	1	nānāma	2
nam	1	nanamaḥ	2
nam	1	namāmasi	2
nam	1	namaḥ	2
nam	1	nantum	2
śvas	1	śvasiṣi	2
śvas	1	śvasyāt	2
śvas	1	śvasati	2
śvas	1	śaśvasuḥ	2
atinī	1	atyanayat	2
nud	2	nudāmaḥ	2
nud	2	nude	2
nud	2	nudethe	2
nud	2	nudyate	2
nud	2	anudata	2
nud	2	nudatām	2
pad	4	padyante	2
pad	4	padyeran	2
pad	4	papāda	2
pad	4	patthāḥ	2
paś	4	paśyāvaḥ	2
paś	4	paśyāni	2
paś	4	paśyatām	2
paś	4	paśyeran	2
paś	4	paśyāt	2
paś	4	paśyāsi	2
pā	1	apuḥ	2
pā	1	pāsyāmahe	2
pā	1	papīyāt	2
pā	1	pātu	2
pā	1	peyāḥ	2
pā	1	pibāt	2
pū	1	punīmahe	2
pū	1	punate	2
pū	1	paviṣṭa	2
pū	1	pūtvā	2
pṛ	3	pipṛtām	2
pṛ	3	pāriṣat	2
pṛ	3	apīparam	2
pṛ	3	apīparan	2
pṛ	3	pīparaḥ	2
pṛ	3	parṣatha	2
pṛ	3	parṣa	2
pṛ	9	pūryāt	2
pṛ	9	apāri	2
pṛ	9	pṛṇāsi	2
pṛ	9	apṛṇāḥ	2
pṛ	9	pṛṇāt	2
pracch	1	pṛcchāni	2
pracch	1	pṛcchāva	2
pracch	1	papraccha	2
pracch	1	pṛcchāmahe	2
pracch	1	pṛccheta	2
pracch	1	pṛcchita	2
naś	1	naśyasi	2
naś	1	naśyata	2
naś	1	naśiṣyanti	2
naś	1	anīnaśan	2
naś	1	naśyante	2
naś	1	naśīḥ	2
naś	1	naśyatād	2
naś	1	naśanti	2
vah	2	vahathaḥ	2
vah	2	vahāni	2
vah	2	avaham	2
vah	2	vakṣyanti	2
vah	2	uhyatām	2
vah	2	ūhiṣe	2
vah	2	vahiṣyati	2
vah	2	vahiṣyanti	2
vah	2	avahan	2
vah	2	vakṣaḥ	2
vah	2	vakṣan	2
vah	2	vahatāt	2
vah	2	vahāte	2
vah	2	vahāsi	2
vah	2	vahātha	2
vah	2	voḍhām	2
vah	2	vahātaḥ	2
vah	2	vahat	2
vā	2	vāmi	2
vā	2	vātaḥ	2
vā	2	vāva	2
vā	2	vāyati	2
vā	2	vātum	2
vā	2	vāyat	2
atipravṛt	1	atipravartate	2
ve	4	vaya	2
ve	4	vyayāmasi	2
ve	4	otavai	2
ve	4	vāyitum	2
śaṁs	2	śaṃsiṣyati	2
śaṁs	2	śaṃsante	2
śaṁs	2	śaṃsasva	2
śaṁs	2	śaṃsethāḥ	2
śaṁs	2	śasta	2
śaṁs	2	śaṃsi	2
śaṁs	2	śaṃsāti	2
śaṁs	2	śaṃsā	2
śru	4	śṛṇuyāma	2
śru	4	śroṣyāvaḥ	2
śru	4	śroṣyāmaḥ	2
śru	4	śuśruva	2
śru	4	śuśruvatuḥ	2
śru	4	śṛṇvate	2
śru	4	śṛṇvatām	2
śru	4	śrūyete	2
śru	4	śrūyantām	2
śru	4	śrūyeta	2
śru	4	śrotu	2
śru	4	śruvantu	2
śru	4	śṛṇota	2
śru	4	śṛṇotana	2
śru	4	aśravam	2
śru	4	aśrot	2
śru	4	śuśrūyātam	2
śru	4	śrāvaṇīya	2
śru	4	śuśruvas	2
atiprasad	1	atiprasanna	2
hā	1	jahataḥ	2
hā	1	jahimaḥ	2
hā	1	jahyāḥ	2
hā	1	hāsyāmaḥ	2
hā	1	hāsyate	2
hā	1	hīyeran	2
hā	1	ajahat	2
hā	1	ahāsma	2
hā	1	hīyanti	2
hā	1	hāsiṣuḥ	2
hā	1	jahīta	2
hā	1	hāta	2
bhūṣ	1	bhūṣasi	2
bhūṣ	1	bhūṣatam	2
bhūṣ	1	abhūṣan	2
bhṛ	1	bhariṣyati	2
bhṛ	1	bhariṣyanti	2
bhṛ	1	bhriyante	2
bhṛ	1	bharantu	2
bhṛ	1	bharethāḥ	2
bhṛ	1	bharāḥ	2
bhṛ	1	bharāti	2
bhṛ	1	jabharat	2
bhṛ	1	jabhriṣe	2
bhṛ	1	bhartā	2
bhṛ	1	bharti	2
bhṛ	1	bharan	2
bhṛ	1	bhriyamāṇa	2
bhṛ	1	bibhartum	2
bhṛ	1	bhartave	2
bhṛ	1	bharadhyai	2
atiman	4	atyamanyata	2
atiman	4	atyamanyetām	2
atiman	4	atyamanyanta	2
yaj	2	yajataḥ	2
yaj	2	yajeyam	2
yaj	2	yajata	2
yaj	2	yakṣyati	2
yaj	2	ijyase	2
yaj	2	yakṣyāmahe	2
yaj	2	yakṣāma	2
yaj	2	ayaṣṭa	2
yaj	2	yajāt	2
yaj	2	yeje	2
yaj	2	yajāmasi	2
yaj	2	ījivas	2
yaj	2	yaṣṭave	2
atiyā	2	atiyāti	2
atiyā	2	atiyāta	2
ric	7	rireca	2
ric	7	arirecīt	2
ric	7	riṇak	2
ric	7	ririkvas	2
ruc	1	rocet	2
ruc	1	rocatu	2
ruc	1	ruce	2
rocay	10	rocayāmi	2
rocay	10	rocayante	2
rocay	10	rocayeta	2
rocay	10	arocayanta	2
rocay	10	rocayat	2
atiruh	1	atirohati	2
laṅgh	1	laṅghet	2
laṅgh	1	laṅghanīya	2
laṅghay	10	laṅghayanti	2
laṅghay	10	laṅghayeta	2
ativac	3	atyukta	2
ativad	1	atyudya	2
vāhay	10	vāhayanti	2
vāhay	10	vāhyante	2
ativāhay	10	atyavāhayam	2
ativāhay	10	ativāhya	2
atidiś	6	atidiśati	2
atidiś	6	atidiṣṭa	2
pāday	10	pādaya	2
pāyay	10	pāyayate	2
pāyay	10	pāyayat	2
pāyay	10	pāyya	2
atiprach	6	atiprākṣīḥ	2
atiric	4	atyaricyanta	2
atiric	4	atiricyamāna	2
atilaṅghay	10	atilaṅghayet	2
vartay	10	vartayeyam	2
vartay	10	vartayeyuḥ	2
vartay	10	vartayiṣyatha	2
vartay	10	vartayatam	2
vartay	10	vartayantu	2
vartay	10	avartayan	2
vartay	10	vartayante	2
vartay	10	vartyatām	2
vartay	10	vartayan	2
vartay	10	vartitavat	2
ativṛt	1	atyavartanta	2
ativṛt	1	ativartanti	2
ativṛt	1	ativartat	2
vṛṣ	6	avarṣata	2
vṛṣ	6	avarṣetām	2
vṛṣ	6	vavṛṣe	2
vṛṣ	6	avīvṛṣan	2
vṛṣ	6	varṣiṣyat	2
vṛṣ	6	varṣitum	2
varṣay	10	varṣayāmāsa	2
vraj	1	vrajāvaḥ	2
vraj	1	vrajeyam	2
vraj	1	vrajeyuḥ	2
vraj	1	vrajatam	2
vraj	1	vrajāma	2
vraj	1	vrajāmahe	2
vraj	1	vrajan	2
vraj	1	vrajamāna	2
atiśaṁs	1	atiśasta	2
atiśaṁs	1	atiśasya	2
śā	4	śiśāti	2
śā	4	śyat	2
śiṣ	4	śiṣyante	2
śiṣ	4	śiṣyanti	2
śiṣ	4	śiṣṭvā	2
śiṣ	4	śiṣyamāṇa	2
atiśī	1	atiśaye	2
atiśī	1	atiśīyante	2
śubh	6	śobhethāḥ	2
śubh	6	śumbhata	2
śubh	6	śumbhate	2
śubh	6	śumbhante	2
śubh	6	śumbhantu	2
śubh	6	śobhase	2
śobhay	10	śobhayet	2
śobhay	10	śobhayantu	2
śobhay	10	aśobhayat	2
śliṣ	6	śliṣyet	2
śliṣ	6	śliṣṭvā	2
śleṣay	10	śleṣita	2
stu	1	stauṣi	2
stu	1	stumaḥ	2
stu	1	stoṣyanti	2
stu	1	tuṣṭuvatuḥ	2
stu	1	stuvīmahi	2
stu	1	stūyante	2
stu	1	stūyatām	2
stu	1	stunvanti	2
stu	1	astuvan	2
stu	1	stoṣye	2
stu	1	astuvata	2
stu	1	stuvantu	2
stu	1	stavai	2
stu	1	stoṣat	2
stu	1	stumasi	2
stu	1	stavanta	2
stu	1	stuṣva	2
stu	1	stota	2
stu	1	stutya	2
stu	1	stuvāna	2
stu	1	stavai	2
stu	1	stavadhyai	2
stu	1	stotave	2
atiṣṭhā	1	atyatiṣṭhat	2
atisaṁdhā	3	atisaṃdhātum	2
atisaṁdhā	3	atisaṃdhāya	2
sāray	10	sāryate	2
atisāray	10	atisāryeta	2
sṛj	2	sṛjeḥ	2
sṛj	2	sṛjatu	2
sṛj	2	sasṛjāte	2
sṛj	2	asrākṣīḥ	2
sṛj	2	sṛjeya	2
sṛj	2	sṛjethāḥ	2
sṛj	2	sṛjyatām	2
sṛj	2	sasarjuḥ	2
sṛj	2	srākṣīḥ	2
sṛj	2	asṛjan	2
sṛj	2	asasṛgram	2
sṛj	2	asṛṣṭa	2
sṛj	2	sṛjāmasi	2
sṛj	2	sarji	2
sṛj	2	srāḥ	2
sṛj	2	sṛjya	2
atisṛp	1	atisarpati	2
atisṛp	1	atyasṛpat	2
sev	4	asevanta	2
sev	4	sevyase	2
sev	4	seva	2
dhvaṁs	1	dhvaṃsa	2
dhvaṁs	1	dhvaṃsamāna	2
dhvasay	10	dhvasayat	2
vṛh	6	vṛhatam	2
vṛh	6	vṛhatāt	2
atiśaṅk	1	atiśaṅkase	2
atiśaṅk	1	atiśaṅkate	2
atiśaṅk	1	atiśaṅkithāḥ	2
atiśaṅk	1	atiśaṅkita	2
atiśaṅk	1	atiśaṅkitum	2
atiśaṅk	1	atiśaṅkya	2
atiśiṣ	7	atiśiṣyate	2
atisṛj	6	atyasrākṣīḥ	2
atisṛj	6	atyasṛjata	2
sraṁs	1	sraṃsante	2
sraṁs	1	sraṃsamāna	2
sraṁsay	10	sraṃsayat	2
sru	1	sraveta	2
sru	1	susrot	2
sru	1	srutvā	2
sru	1	sravitave	2
srāvay	10	srāvayanti	2
srāvay	10	srāvayāmasi	2
atisru	1	atisravati	2
hṛ	2	hareyam	2
hṛ	2	aharaḥ	2
hṛ	2	hariṣyasi	2
hṛ	2	hariṣyāmaḥ	2
hṛ	2	hare	2
hṛ	2	harāmahe	2
hṛ	2	hriyāḥ	2
hṛ	2	hriyatām	2
hṛ	2	hriyantām	2
hṛ	2	harat	2
hṛ	2	ahāri	2
hṛ	2	hriyeta	2
hṛ	2	harān	2
hṛ	2	ahār	2
hāray	10	hārayati	2
hāray	10	hārayanti	2
hāray	10	ahārayat	2
atihṛ	1	atihṛta	2
hvā	1	hūyate	2
hvā	1	hvayethām	2
hvā	1	ahūyata	2
hvā	1	ahvayetām	2
hvā	1	havanta	2
hvā	1	juhve	2
hvā	1	juhūre	2
hvā	1	ahuvanta	2
hvā	1	juhūmasi	2
hvā	1	ahūmahi	2
atī	1	atyetum	2
īṣ	1	eṣate	2
īṣ	1	eṣati	2
atyanusāray	10	atyanusārayet	2
atyaś	9	atyaśnāti	2
dham	1	dhamatu	2
dham	1	dhmāsyāmi	2
dham	1	dadhmire	2
dham	1	dhamyat	2
dhmāpay	10	dhmāpayitvā	2
sāday	10	asādayat	2
sāday	10	asādayan	2
sāday	10	sādayiṣyati	2
atyāsāday	10	atyāsādayitavya	2
adhikṛ	8	adhikurvate	2
adhikṣi	2	adhikṣitaḥ	2
gaṇay	10	gaṇaya	2
gaṇay	10	gaṇayata	2
gaṇay	10	gaṇayāmāsa	2
gaṇay	10	gaṇayāmāsuḥ	2
gaṇay	10	gaṇayya	2
gaṇay	10	gaṇitum	2
gaṇay	10	gaṇayitavya	2
adhigam	1	adhigaccheyam	2
adhigam	1	adhigacchatu	2
dhṛ	4	dharāmi	2
dhṛ	4	dhariṣyāmi	2
dhṛ	4	adīdharan	2
dhṛ	4	dhriyase	2
dhṛ	4	dharet	2
dhṛ	4	didhṛtam	2
dhṛ	4	dādhartha	2
dhṛ	4	dīdharat	2
dhṛ	4	dharitum	2
dhāray	10	dhārayeyam	2
dhāray	10	dhārayāma	2
dhāray	10	dhārayiṣyatha	2
dhāray	10	dhārayethāḥ	2
dhāray	10	dhāryeta	2
dhāray	10	dhārayīta	2
dhāray	10	adhārayata	2
dhāray	10	dhārayanta	2
adhinidhā	3	adhinidhāya	2
spṛdh	6	spardhati	2
spṛdh	6	paspardha	2
spṛdh	6	aspṛdhran	2
spṛdh	6	spūrdhan	2
spṛś	6	spṛśeyam	2
spṛś	6	spṛśeḥ	2
spṛś	6	aspṛśam	2
spṛś	6	sprakṣyāmi	2
spṛś	6	sprakṣyanti	2
spṛś	6	spṛśe	2
spṛś	6	spṛśyeta	2
spṛś	6	sparśanīya	2
spṛś	6	spṛśamāna	2
spṛś	6	spṛṣṭavya	2
sparśay	10	sparśayāmi	2
hu	3	juhuyuḥ	2
hu	3	ahauṣīt	2
hu	3	hūyantām	2
hu	3	juhudhi	2
hu	3	ahāvi	2
hu	3	juhure	2
hu	3	juhve	2
hu	3	juhavātha	2
hu	3	hoṣyamāṇa	2
adhī	4	adhyemi	2
adhī	4	adhyeṣi	2
adhī	4	adhiyanti	2
adhyāpay	10	adhyāpayiṣyati	2
adhyāpay	10	adhyāpayata	2
adhyāpay	10	adhyāpya	2
sā	6	syanti	2
sā	6	syatu	2
sā	6	sāt	2
adhyavaso	6	adhyavasyat	2
adhyas	4	adhyasya	2
adhyākram	1	adhyākrānta	2
ropay	10	ropya	2
adhyāvas	1	adhyāvasam	2
adhyāvas	1	adhyāvasat	2
adhyāvas	1	adhyāvatsyati	2
adhyāvas	1	adhyāvasat	2
adhyās	2	adhyāsat	2
adhyās	2	adhyāsīna	2
edh	1	edhete	2
edh	1	edhasva	2
edh	1	edhiṣīya	2
edh	1	edhitum	2
edh	1	edhat	2
kāmay	10	akāmayetām	2
kāmay	10	kāmayeyam	2
kāmay	10	kāmayanti	2
kāmay	10	akāmayat	2
kāmay	10	kāmayantām	2
kāmay	10	kāmayīta	2
anukāmay	10	anvakāmayata	2
anukamp	1	anvakampata	2
anukamp	1	anukampeyam	2
anukamp	1	anukampanīya	2
kīrtay	10	akīrtayat	2
kīrtay	10	kīrtayiṣye	2
kīrtay	10	kīrtayasva	2
kīrtay	10	kīrtayāḥ	2
anukīrtay	10	anukīrtayat	2
kuṣ	9	kuṣṇīyāt	2
anukūlay	0	anukūlita	2
anukṛ	8	anucakruḥ	2
anukṛ	8	anukṛta	2
anukṛ	8	anukṛtavat	2
anukṛ	8	anukartum	2
kāray	10	kārayata	2
kāray	10	kārayethāḥ	2
kāray	10	kārayasva	2
kāray	10	kārayadhvam	2
kāray	10	kārayiṣyat	2
anukṛt	6	anukṛntat	2
karśay	10	karśayet	2
karśay	10	karśayāmāsuḥ	2
karśay	10	karśanīya	2
karśay	10	karśayitvā	2
anukarśay	10	anukarśita	2
anukṛṣ	1	anukarṣat	2
anukram	1	anukramate	2
anugam	1	anugaccheyam	2
anugam	1	anugaccheyuḥ	2
anugam	1	anugacchata	2
anugam	1	anugamiṣyasi	2
anugam	1	anvagamam	2
anugam	1	anujagmatuḥ	2
gamay	10	gamayataḥ	2
gamay	10	gamayeḥ	2
gamay	10	agamayan	2
gamay	10	gamayāmasi	2
anugā	4	anugīyate	2
anugrah	9	anugṛhṇīyuḥ	2
anugrah	9	anugṛhṇāmi	2
anugrah	9	anugṛhṇāsi	2
anugrah	9	anugṛhṇātu	2
anugrah	9	anugṛhṇantu	2
anugrah	9	anvagṛhṇāt	2
anugrah	9	anujagrāha	2
anucar	1	anucariṣyasi	2
cāray	10	cāryate	2
cāray	10	cāraya	2
anucāray	10	anucārayet	2
ci	3	cikāya	2
anucintay	10	anucintayāmi	2
anucintay	10	anvacintayan	2
anucintay	10	anucintyatām	2
anucintay	10	anucintita	2
anujan	4	anujāyate	2
jāgṛ	2	jāgarṣi	2
jāgṛ	2	jāgratha	2
jāgṛ	2	jāgariṣyati	2
jāgṛ	2	jāgṛtam	2
jāgṛ	2	jāgaritvā	2
jīvay	10	jīvayatha	2
jīvay	10	jīvayata	2
anujñā	9	anujñāsyati	2
anujñā	9	anujānīte	2
anujñā	9	anujānate	2
jñāpay	10	jñāpaya	2
jñāpay	10	ajñāpayat	2
jñāpay	10	jñāpayāmāsa	2
jñāpay	10	jñāpayāmahe	2
jñāpay	10	jñāpayat	2
jñāpay	10	jñāpyate	2
jñāpay	10	jñāpyatām	2
tāpay	10	tāpaya	2
tāpay	10	tāpya	2
anutap	4	anutapyate	2
anutap	4	anutapyante	2
anutap	4	anutapta	2
duṣ	4	adūduṣam	2
duṣ	4	dūṣyati	2
dūṣay	10	dūṣayataḥ	2
dūṣay	10	dūṣayata	2
dūṣay	10	dūṣayiṣyāmi	2
dūṣay	10	dūṣayāmāsa	2
dūṣay	10	dūṣayante	2
dūṣay	10	dūṣayitum	2
dṛbh	6	dṛbdha	2
dṛś	6	adrākṣīḥ	2
dṛś	6	dadarśa	2
dṛś	6	dadṛkṣe	2
dṛś	6	dadarśatuḥ	2
dṛś	6	drakṣyāma	2
dṛś	6	adṛśan	2
dṛś	6	dṛśyantām	2
dṛś	6	darśan	2
dṛś	6	darśam	2
dṛś	6	dṛśan	2
dṛś	6	adrāṣṭām	2
dṛś	6	drakṣyat	2
dṛś	6	paśya	2
dṛś	6	dadṛśivas	2
anudṛś	4	anupaśyati	2
anudṛś	4	anvadṛśyata	2
anudṛś	4	anupaśya	2
anudṛś	4	anudraṣṭavya	2
darśay	10	darśayase	2
darśay	10	adarśayata	2
darśay	10	darśayiṣye	2
darśay	10	darśayitavya	2
anudarśay	10	anudarśayet	2
anudarśay	10	anudarśayat	2
dṛ	9	dadrire	2
dṛ	9	dartā	2
dṛ	9	dadṛvas	2
dāray	10	dārayeyam	2
dāray	10	adārayan	2
dāray	10	dāryate	2
dāray	10	dārayāmāsuḥ	2
anudṛ	2	anudīryante	2
dviṣ	1	dviṣasi	2
dviṣ	1	dviṣet	2
anudhāv	1	anudhāvāmi	2
anudhāv	1	anudhāvata	2
anudhāv	1	anvadhāvata	2
dhāv	1	dhāvate	2
dhāv	1	dhāvatu	2
dhāvay	10	dhāvaye	2
dhāvay	10	dhāvayitvā	2
dhī	3	dīdhye	2
dhī	3	adīdhayuḥ	2
dhī	3	dīdhyat	2
anudhyā	4	anudhyāyet	2
anudhyā	4	anudhyāyat	2
anudhyā	4	anudhyānt	2
nad	1	naditvā	2
nad	1	nedivas	2
nāday	10	anādayat	2
nāday	10	nādayāna	2
anunāday	10	anvanādayat	2
nand	1	nandantu	2
nand	1	anandat	2
nand	1	nandate	2
nanday	10	nandayanti	2
nanday	10	anandayat	2
nāmay	10	anāmayat	2
nāmay	10	nāmya	2
anuniyuj	7	anuniyunakti	2
śam	1	śāmyasi	2
śam	1	śāmyantu	2
śam	1	aśīśamam	2
śam	1	śamya	2
anunī	1	anunayet	2
anunī	1	anuneṣyanti	2
anunī	1	anunayāmāsa	2
anunī	1	anuninye	2
pac	1	pacyeta	2
pac	1	pacate	2
pac	1	pakṣyate	2
pac	1	pacāti	2
pac	1	pakṣat	2
pac	1	pacyat	2
pac	1	pacamāna	2
pācay	10	pācyamāna	2
paṭh	1	paṭheyuḥ	2
paṭh	1	paṭhiṣyati	2
paṭh	1	paṭhiṣyanti	2
paṭh	1	paṭhyase	2
paṭh	1	paṭhatām	2
paṭh	1	paṭhadhvam	2
paṭh	1	paṭhitavya	2
paṭh	1	paṭhanīya	2
paṭh	1	paṭhitum	2
paṭh	1	paṭhamāna	2
anupat	1	anvapatat	2
anupat	1	anvapatan	2
anupat	1	anupatat	2
pātay	10	pātayiṣyasi	2
pātay	10	pātayasva	2
pātay	10	apātayanta	2
pātay	10	pātayan	2
pātay	10	pātya	2
pātay	10	pātayāna	2
anupad	4	anvapadyaḥ	2
mṛś	4	mṛśate	2
anuparī	2	anuparīta	2
anuparyāvṛt	1	anuparyāvartante	2
anuparyāvṛt	1	anuparyāvṛtya	2
anuparyukṣ	6	anuparyukṣya	2
anupaś	4	anupaśyatu	2
anupaś	4	anupaśyata	2
anupaś	4	anupaspaśāna	2
pā	2	pātā	2
pālay	10	pālayasi	2
pālay	10	pālayata	2
pālay	10	pālayadhvam	2
pālay	10	pālayase	2
pālay	10	pālayitā	2
pālay	10	pālayāṃcakrire	2
pālay	10	pālayiṣyat	2
anupālay	10	anvapālayat	2
anupālay	10	anupālyate	2
anupālay	10	anupālya	2
piṣ	1	piṣyate	2
piṣ	1	piṃṣe	2
piṣ	1	piṃṣat	2
piṣ	1	piṣat	2
puṣ	2	puṣyantu	2
puṣ	2	pupuṣatuḥ	2
puṣ	2	puṣyate	2
puṣ	2	puṣaḥ	2
puṣ	2	puṣema	2
puṣ	2	puṣyāt	2
pūray	10	apūrayam	2
pūray	10	pūrayasva	2
pūray	10	pūrayat	2
pūray	10	pūrayitavya	2
pūray	10	pūraṇīya	2
kampay	10	akampayan	2
kampay	10	kampayate	2
kampay	10	kampayiṣyāmi	2
kampay	10	kampayitum	2
ave	1	aveta	2
avekṣ	1	avekṣethāḥ	2
avekṣ	1	avekṣāṃcakrāte	2
avekṣ	1	avekṣyatām	2
avekṣ	1	avekṣanta	2
avekṣ	1	avekṣyamāṇa	2
anukṛ	6	anvakīryata	2
dhā	4	dhayet	2
anuprach	6	anupapraccha	2
janay	10	janayāmi	2
janay	10	janayasi	2
janay	10	janayathaḥ	2
janay	10	janayataḥ	2
janay	10	janayiṣyanti	2
janay	10	janaye	2
janay	10	janayasva	2
janay	10	janayitā	2
janay	10	janayā	2
janay	10	janayāḥ	2
janay	10	janya	2
janay	10	janayitavya	2
anupratiṣṭhā	1	anupratitiṣṭhati	2
prath	1	prathante	2
prath	1	pratheta	2
prath	1	aprathetām	2
prath	1	apaprathat	2
prath	1	paprathaḥ	2
prath	1	aprathatam	2
prath	1	prathiṣṭa	2
prath	1	prathāna	2
prathay	10	prathayate	2
prathay	10	prathayet	2
prathay	10	aprathayaḥ	2
prathay	10	prathayiṣyāmi	2
prathay	10	prathayiṣyati	2
prathay	10	prathayitum	2
anupradā	3	anupradāsyāmaḥ	2
anuprapad	4	anuprapadyeta	2
anuprapad	4	anuprapattavya	2
anuprapā	1	anuprapibanti	2
mud	1	modase	2
mud	1	modatām	2
mud	1	modet	2
anuprayam	1	anuprayacchatha	2
anuprayam	1	anuprayacchet	2
anuprayuj	7	anuprayuñjīta	2
anuprayuj	7	anuprayukta	2
anupravad	1	anupravadanti	2
varjay	10	varjayasi	2
varjay	10	varjayeyuḥ	2
varjay	10	varjaye	2
varjay	10	varjyate	2
varjay	10	avarjayata	2
varjay	10	varjayitavya	2
anupravraj	1	anupravrajiṣyati	2
anupravraj	1	anupravrajita	2
śuc	6	śocatha	2
śuc	6	śocata	2
śuc	6	śoce	2
śuc	6	śocase	2
śuc	6	śocadhvam	2
śuc	6	śocithāḥ	2
śuc	6	śuśucīta	2
śuc	6	śuśugdhi	2
śuc	6	aśoci	2
śuc	6	śocitvā	2
śocay	10	śocayati	2
śocay	10	śocayiṣyati	2
śocay	10	śocayat	2
sañj	1	sajantu	2
sañj	1	sasañje	2
sañj	1	asakta	2
anuprasad	1	anuprasīdati	2
stṛ	5	stṛṇāti	2
stṛ	5	astṛṇāt	2
stṛ	5	stṛṇīhi	2
stṛ	5	stṛṇoṣi	2
stṛ	5	stṛṇat	2
stṛ	5	stṛṇāna	2
stṛ	5	starītave	2
sthāpay	10	sthāpayema	2
sthāpay	10	sthāpayiṣyanti	2
sthāpay	10	sthāpayāmāsatuḥ	2
sthāpay	10	sthāpyante	2
sthāpay	10	sthāpayadhvam	2
sthāpay	10	atiṣṭhipat	2
sthāpay	10	sthāpayāmasi	2
anuprāṇ	2	anuprāṇanti	2
anupre	2	anupraiti	2
anupre	2	anuprayanti	2
anupreṣay	10	anupreṣaya	2
plu	1	plavasva	2
plu	1	plavantām	2
plu	1	plavanti	2
plu	1	plaveyam	2
plāvay	10	plāvayati	2
plāvay	10	plāvya	2
plāvay	10	plāvitavya	2
bandh	4	badhnīmaḥ	2
bandh	4	abadhyata	2
bandh	4	badhyantām	2
bandh	4	badhnātu	2
bandh	4	bedhiṣe	2
bandhay	10	bandhayanti	2
budh	1	budhyāmahe	2
budh	1	bubudhe	2
budh	1	budhyasi	2
budh	1	budhyanti	2
budh	1	abudhran	2
budh	1	bodhatu	2
budh	1	bodhantu	2
budh	1	bodhati	2
budh	1	abhutsmahi	2
budh	1	budhya	2
budh	1	budhyat	2
bodhay	10	bodhayata	2
bodhay	10	abodhayaḥ	2
bodhay	10	bodhyate	2
bodhay	10	bodhayiṣyat	2
anubudh	4	anubudhyate	2
anubudh	4	anubudhyasva	2
anubudh	4	anvabudhyanta	2
anubrū	2	anubruvāṇa	2
bhaj	1	bhajasi	2
bhaj	1	bhajeyam	2
bhaj	1	bhajema	2
bhaj	1	babhāja	2
bhaj	1	bhejuḥ	2
bhaj	1	bhajyate	2
bhaj	1	bhajāmahai	2
bhaj	1	abhaje	2
bhaj	1	abhajata	2
bhaj	1	bhajiṣye	2
bhaj	1	bhajiṣyāmi	2
bhaj	1	bhajanta	2
bhaj	1	bhakṣi	2
bhājay	10	bhājayāmaḥ	2
bhājay	10	bhājayet	2
bhājay	10	abhājayat	2
bhājay	10	bhājayata	2
anubhaj	1	anubhajanti	2
anubhā	2	anubhāti	2
bhāṣ	1	bhāṣe	2
bhāṣ	1	bhāṣatām	2
bhāṣ	1	bhāṣet	2
bhāṣ	1	bhāṣatu	2
bhāṣ	1	abhāṣi	2
bhāṣ	1	bhāṣitvā	2
anubhāṣ	1	anubhāṣase	2
anubhāṣ	1	anvabhāṣata	2
bhid	6	abhinat	2
bhid	6	abhidyetām	2
bhid	6	abhidyanta	2
bhid	6	bibhide	2
bhid	6	bhetsyate	2
bhid	6	bhidyatām	2
bhid	6	abhidyate	2
bhid	6	abhedi	2
bhid	6	bhet	2
bhid	6	bhettavya	2
bheday	10	bhedayantu	2
